userName,email,password,phoneNumber,accountNumber,balance,currency,transactionAmount,transactionDate,transactionType,paymentMethodType,cardNumber,cardType,expirationDate,cvv,countryName,cardIssuer
Michael Chan,rwilson@example.net,fHc%PyoZ^1,+380977105784,GB27SIUJ345797933695,3481.55,UAH,2862.98,2025-03-22 17:29:54,transfer,bank_transfer,30537211048173,DEBIT,10/25,864,Seychelles,countryName
Kara Pennington,veronica88@example.net,@1GZ9hAbh*,+380669148295,GB21RWIR803760714227,7331.99,USD,864.96,2025-02-11 01:10:10,transfer,bank_transfer,2327815828989569,PREPARED,10/26,914,Costa Rica,countryName
Laura Moreno,ytaylor@example.org,*Z9J#ASp8n,+380989100101,GB28YHMB846583149263,3989.41,EUR,43.89,2025-02-20 04:40:34,deposit,bank_transfer,347274242287525,PREPARED,04/29,934,Moldova,countryName
Susan Rivera,michaeljessica@example.net,4XXEYqhd(s,+380736158642,GB03FPFI466337030455,7380.21,UAH,889.89,2025-03-09 16:05:54,transfer,credit_card,4564654771415015029,DEBIT,05/26,307,Turkmenistan,countryName
John Summers,robinsonbrett@example.org,oc92LNt5%t,+380683295951,GB31AXCG363753953385,9474.03,UAH,2856.6,2025-03-23 14:40:07,transfer,debit_card,4583391191265966,PREPARED,04/25,122,Congo,countryName
William Grant,harrisalicia@example.com,z&1*NG38Qm,+380733229980,GB29KGXX270605682855,3362.53,USD,4301.03,2025-01-23 08:08:38,transfer,bank_transfer,180083054981384,CREDIT,06/26,229,Argentina,countryName
Melissa Jackson,christopherchapman@example.net,99EvlS!o$@,+380734623383,GB05VLHD108292083676,1923.95,UAH,4782.59,2025-02-27 19:28:29,deposit,bank_transfer,180079399206784,CREDIT,06/27,808,Palestinian Territory,countryName
Kimberly Stewart,timothy02@example.org,6KLip_+P+X,+380735450445,GB97JOLS345890601122,1444.31,EUR,2600.93,2025-02-24 18:02:44,deposit,debit_card,30179474077084,CREDIT,01/29,886,Bulgaria,countryName
Shirley Velasquez,floresteresa@example.net,$4(uyUf&$h,+380732170655,GB05PWWF097911896194,6223.62,EUR,1760.66,2025-01-06 18:26:10,deposit,debit_card,3585641576380347,DEBIT,03/26,797,Solomon Islands,countryName
Nathan Saunders DDS,ian83@example.net,$i7Q5Un9bN,+380669167562,GB65VTOG265379933503,5050.45,EUR,630.4,2025-01-21 10:11:56,withdrawal,credit_card,4679902789259222,DEBIT,09/27,827,Monaco,countryName
Sheila Blake,myersalejandro@example.com,M1!OviyV_),+380737912492,GB16HKFZ522828509502,2690.4,UAH,3041.56,2025-01-05 10:51:52,transfer,credit_card,3548020661949900,CREDIT,02/28,346,Philippines,countryName
Tracy Sampson,hhoward@example.com,%8Lr6Pq%@3,+380958309749,GB78OWCC529252364775,2660.28,EUR,3614.8,2025-01-29 07:18:00,transfer,credit_card,3577734242409465,PREPARED,10/26,820,Venezuela,countryName
Whitney Guzman,nlopez@example.org,22cJH3v8*6,+380962975467,GB89SMPZ174713295820,9863.91,USD,4752.56,2025-03-26 05:33:19,transfer,debit_card,2398030265549876,DEBIT,02/29,968,Tanzania,countryName
Elijah Banks,williamspatrick@example.net,39*#0QNq1T,+380502507729,GB35WCID214658950327,3766.83,UAH,1811.77,2025-01-13 23:05:58,deposit,debit_card,3559950806995432,CREDIT,07/27,574,Heard Island and McDonald Islands,countryName
Daniel Mercer,robinblanchard@example.org,!C0UovTiA2,+380962358403,GB30BAJJ415442740902,7837.51,EUR,1789.55,2025-01-21 21:27:26,transfer,credit_card,30341047280500,CREDIT,03/26,675,Rwanda,countryName
Craig Peterson,xmartinez@example.com,#$1HX2i^vK,+380951717895,GB21PTDK500161432447,6224.45,USD,2395.81,2025-03-31 11:25:01,transfer,credit_card,4250110550975937317,CREDIT,03/26,716,Lao People's Democratic Republic,countryName
David Perez,bbanks@example.com,*90N$BP&dp,+380672009575,GB97JNZW731797018896,6613.77,USD,216.41,2025-03-10 18:26:48,withdrawal,credit_card,4288470098843172315,CREDIT,11/27,874,Jersey,countryName
Gregory Simpson,garcialisa@example.net,A1FZjwbB)H,+380953102548,GB70ZMPS815959244409,8865.44,EUR,2682.96,2025-02-03 01:37:11,deposit,bank_transfer,4679320501522548,PREPARED,05/26,807,Hungary,countryName
Eric Holmes,timothyestrada@example.net,_v@Y6SPvwY,+380989620492,GB86PEDS847711852068,9941.29,USD,1253.64,2025-03-18 06:33:20,transfer,debit_card,4393098788482223,CREDIT,03/27,927,Croatia,countryName
Kimberly Jenkins,james51@example.org,J#KX4Mkd1v,+380994909009,GB08JPXJ322655689608,3146.07,USD,2339.59,2025-01-22 06:19:02,transfer,bank_transfer,213133166213092,PREPARED,03/26,245,Dominica,countryName
Amy Carter,karen25@example.org,Q2(b9U^sxp,+380972393724,GB92AGTB470910109347,3859.31,EUR,3399.03,2025-01-03 13:38:29,transfer,debit_card,4582467659271324990,DEBIT,07/26,644,Liechtenstein,countryName
Arthur Reed,usweeney@example.org,+R0MZnshQ2,+380638508810,GB64GPBQ081574504169,7022.46,EUR,2246.23,2025-01-11 14:19:27,deposit,bank_transfer,4495115951897,DEBIT,09/28,856,Martinique,countryName
Joel Brown,toniharper@example.com,b5Q+@KDU_z,+380687117870,GB25MUTI183255663513,815.3,USD,1237.8,2025-01-26 18:28:20,withdrawal,bank_transfer,4788307129909123419,CREDIT,03/27,894,Peru,countryName
Shane Santiago,colejoshua@example.com,sFt*s6og*5,+380939719255,GB68ALIN245257567671,8214.49,USD,1070.63,2025-01-09 14:03:26,transfer,bank_transfer,6011500421120877,CREDIT,09/25,790,Ukraine,countryName
Paul Zimmerman,williamsdaniel@example.com,$oA(qN4o79,+380961436746,GB32SFZH180204763662,2984.61,UAH,110.96,2025-03-19 23:44:37,transfer,bank_transfer,213192031326844,PREPARED,01/29,708,Uzbekistan,countryName
Kevin Kelley,warrennicole@example.org,87YLR5d2!L,+380664031143,GB61NXEV583529253254,881.44,USD,2704.53,2025-03-23 08:29:27,withdrawal,credit_card,340406547340750,DEBIT,06/26,202,Cook Islands,countryName
Susan Sanchez,sara23@example.com,zq3C3$tI+),+380666617413,GB05TLMF863726835743,4039.6,USD,3559.55,2025-04-03 17:05:21,transfer,bank_transfer,4253527019213055,DEBIT,12/28,950,Germany,countryName
Andrew Bell,ehuffman@example.net,!2IZBo&bg6,+380957047868,GB71EOGY954187430213,9814.26,EUR,4316.22,2025-01-25 16:31:12,transfer,bank_transfer,342713812473143,CREDIT,08/25,391,Zimbabwe,countryName
Jonathan Carter,cookmary@example.com,(4L17GXB*z,+380935584477,GB46TJTT092267041311,9561.91,USD,2516.32,2025-01-02 05:14:33,withdrawal,bank_transfer,5486185142805465,CREDIT,05/28,986,Lesotho,countryName
John Gill,hudsonnicole@example.com,)E1UCu$xeo,+380956818669,GB98UXEC946366124150,4103.23,UAH,2924.32,2025-01-05 07:37:59,transfer,bank_transfer,4320962494214057530,DEBIT,10/27,372,Fiji,countryName
Kathryn Larson,kempmichele@example.org,b&QkV_ah)2,+380687451024,GB89QKJL728326307689,4470.64,EUR,123.58,2025-02-28 20:44:55,deposit,credit_card,30275780025864,CREDIT,05/27,868,Solomon Islands,countryName
Jennifer Mills,erikmurphy@example.org,)5ejJoco%8,+380995084944,GB46PAYU964642998491,4383.35,USD,4194.63,2025-01-14 09:17:54,deposit,credit_card,38548727375895,DEBIT,07/27,899,India,countryName
Jacob Newton,walter14@example.net,*D0PKTc4VH,+380731625332,GB67LVGG232812040997,6285.78,EUR,1867.67,2025-03-13 04:15:09,deposit,debit_card,376796213357188,CREDIT,08/25,704,Germany,countryName
Douglas Chase,sarahbrennan@example.com,!(Hb5%lzET,+380638778005,GB29EUFI431442328120,5757.24,UAH,960.1,2025-02-23 03:34:40,withdrawal,bank_transfer,4673237881792,DEBIT,03/28,530,El Salvador,countryName
Katelyn Wright,stephen97@example.org,YpASQD1t!8,+380978434705,GB04QKUR584848868328,3029.79,EUR,4497.14,2025-04-03 12:45:39,deposit,bank_transfer,4084913476781158686,DEBIT,09/25,749,Bermuda,countryName
Andrew Velasquez,gibsonpatricia@example.net,X47nY@vL)S,+380969576408,GB34TEQL021907415454,5894.47,EUR,2272.98,2025-01-16 09:36:02,withdrawal,debit_card,5240168724340231,CREDIT,10/25,975,Spain,countryName
Tiffany Lee,rcalderon@example.org,I+2*W(!l(f,+380975914496,GB82GVRX478683347628,1120.85,USD,2314.59,2025-02-20 13:47:51,deposit,bank_transfer,4366624491883,PREPARED,06/26,290,Guinea-Bissau,countryName
Jasmine Burgess,williamslinda@example.org,nXB_!6Sa%@,+380977184242,GB81YLKC600873682652,5679.09,USD,3698.1,2025-01-05 00:30:45,withdrawal,debit_card,378365926226847,CREDIT,10/28,213,Nepal,countryName
Cindy Johnson,gentryheather@example.net,!ybVaYFE#4,+380678190180,GB50FHTW154030561580,4637.81,USD,3811.92,2025-02-18 18:54:08,transfer,credit_card,3584817691025865,PREPARED,11/25,712,Niger,countryName
Valerie Williams,nmorgan@example.com,N%E4JRXlj@,+380683054893,GB18ZBBS275897944375,1703.62,UAH,270.24,2025-03-13 15:48:49,deposit,credit_card,4530646892690950,DEBIT,06/27,152,Anguilla,countryName
Mrs. Natalie Finley,johnvega@example.com,!^6i9BtB#%,+380994909406,GB09EPHK478906855624,1876.65,UAH,4397.37,2025-02-21 17:45:08,deposit,debit_card,3568096595042298,PREPARED,08/26,307,Cote d'Ivoire,countryName
Lisa Lutz,hansonzachary@example.org,Wz0DvMPV&S,+380509003156,GB24UKKN495089728665,5290.11,UAH,3211.0,2025-01-30 04:00:55,withdrawal,debit_card,630418920645,PREPARED,04/27,769,Colombia,countryName
Kimberly Hawkins,kiara41@example.com,4oXSWrLa*f,+380966470835,GB55MGLN435168191069,6541.66,USD,2405.04,2025-03-06 01:25:43,withdrawal,bank_transfer,4654819124463678838,PREPARED,12/27,329,Myanmar,countryName
Barry Rodriguez,vjones@example.org,*4&U%QwwiW,+380738157174,GB95TJDB330027980743,4243.22,UAH,2938.87,2025-02-20 15:17:40,transfer,bank_transfer,565952400259,PREPARED,12/26,338,Tanzania,countryName
Clayton Ewing,justinanderson@example.net,*0_Ceh%HLW,+380735291930,GB08EGNB649062598794,2999.91,EUR,3595.79,2025-01-28 16:34:57,transfer,credit_card,6503131901410482,CREDIT,02/29,948,Timor-Leste,countryName
Julie Lara,devin71@example.com,dA+g7EXiy0,+380976015909,GB32AKGG727509613645,8251.79,USD,1702.86,2025-03-05 03:40:40,deposit,debit_card,3552793702753282,PREPARED,02/28,851,Poland,countryName
Brian Torres,emily19@example.org,8n43QgIZ&),+380962259190,GB60HXBR657123823824,4205.81,EUR,3160.68,2025-01-09 22:36:07,withdrawal,credit_card,675936224855,CREDIT,08/26,137,American Samoa,countryName
Daniel Harris,danielleowens@example.com,(VT48Bml^d,+380965138994,GB34UGKP730056033788,9130.97,UAH,2520.78,2025-02-04 19:18:09,transfer,debit_card,3580008035600118,DEBIT,08/25,842,Solomon Islands,countryName
Benjamin Anderson,raymondshelley@example.com,k!2dVyLHMk,+380974647447,GB08WUIN698959476867,5287.18,USD,4903.62,2025-01-29 19:20:01,transfer,bank_transfer,502042948765,DEBIT,05/28,694,Papua New Guinea,countryName
Michael Barton,wilkinsonkara@example.com,7s4@7J@&J%,+380669063602,GB67YNGO136337426820,7720.16,UAH,4832.68,2025-03-12 15:10:41,transfer,credit_card,180096232067785,CREDIT,03/29,646,Somalia,countryName
Dan Davis,klewis@example.com,#t*YEWisc4,+380675482154,GB71JQLF980162558639,1650.51,UAH,2670.45,2025-01-11 05:51:56,withdrawal,debit_card,2282270008461331,PREPARED,04/28,755,Algeria,countryName
Kelsey Lopez,tharris@example.org,J!j5bK%zyi,+380664909116,GB64IBNT142609769283,1227.99,EUR,128.9,2025-02-05 22:42:26,deposit,debit_card,30145731227416,DEBIT,12/27,331,Congo,countryName
Brenda Simmons,nealjesse@example.net,_s5OXBi^Vc,+380993649624,GB12FUFO357465709583,7142.24,USD,3848.22,2025-03-17 07:34:43,transfer,credit_card,4108256839074,DEBIT,08/25,160,New Zealand,countryName
Elizabeth Hancock,gina80@example.com,vx8O90hr#^,+380663837898,GB32TUHE144275601177,637.47,USD,608.46,2025-01-01 18:53:46,withdrawal,debit_card,501850999209,CREDIT,03/28,505,Monaco,countryName
Laura Martinez MD,jenniferelliott@example.net,@@3GwTEqIZ,+380939093260,GB59DMYG888262564004,6023.64,USD,2007.9,2025-01-20 14:46:23,withdrawal,debit_card,2254260566192166,CREDIT,05/26,357,Bhutan,countryName
Lauren Mccarthy,wupaul@example.net,%6Ur&sh#)@,+380933032760,GB58PQJJ400541101058,7524.52,EUR,2323.6,2025-02-14 11:57:12,transfer,credit_card,4446236021586112677,PREPARED,03/28,504,American Samoa,countryName
Courtney Contreras,smithjennifer@example.net,(c!p^Q$C+5,+380984417205,GB19KIVM747584764020,5233.59,UAH,2656.09,2025-03-23 06:33:21,withdrawal,bank_transfer,373927038339472,PREPARED,05/26,127,Suriname,countryName
Alejandro Whitney,pattygarrison@example.org,$CUV_!Yrx8,+380972868302,GB57RGTO876530404692,7879.1,EUR,3383.76,2025-03-26 00:30:14,deposit,bank_transfer,676355790871,PREPARED,01/29,263,Austria,countryName
Ariana Payne,danielle41@example.net,O15VRaeV*),+380683439259,GB69PAWE265685663393,2214.38,USD,3296.89,2025-02-17 10:21:59,withdrawal,credit_card,3507455834894600,DEBIT,06/25,987,Denmark,countryName
Teresa Sawyer,nathan23@example.com,+0ZW%Ocpw@,+380985452339,GB28IAPN877665282503,1852.01,UAH,2017.41,2025-01-08 16:10:37,deposit,credit_card,639063098805,PREPARED,12/28,902,Costa Rica,countryName
Kelly Smith,susan83@example.net,3(ngT0Ls6Q,+380508817721,GB22AJCC892064908361,7209.01,EUR,2243.87,2025-03-31 01:38:09,transfer,debit_card,3500535674884451,DEBIT,01/28,346,Niue,countryName
Cindy Thompson,smithdonna@example.net,5M)NcKyp@z,+380973334088,GB92MXRV450722071966,7576.04,EUR,4351.08,2025-01-19 05:04:51,deposit,bank_transfer,4083762057824649255,PREPARED,09/26,901,Somalia,countryName
Pamela Singleton,boydclaire@example.org,^$RjZSzr&4,+380971931327,GB41OKNG416706583588,805.63,UAH,4246.64,2025-02-02 21:22:50,deposit,bank_transfer,4925640723894710,DEBIT,05/27,351,Malawi,countryName
Bruce Peters,toddcontreras@example.net,&@7NAeCQpg,+380981986613,GB25KPBJ144409690544,5462.26,UAH,1312.44,2025-01-31 22:51:34,withdrawal,bank_transfer,4093621284682997,PREPARED,03/29,319,Yemen,countryName
Marco Lee,triley@example.com,&i)esPInJ5,+380976366819,GB06HAEK874771232122,2118.52,USD,1396.62,2025-01-23 15:31:00,transfer,credit_card,30297404287845,CREDIT,04/25,904,Iran,countryName
Anne Shelton,burnsadam@example.net,a9DLoTBg^E,+380997749725,GB05KMEY293420201460,9887.85,EUR,4561.53,2025-01-15 06:06:42,deposit,credit_card,4849394627981214,CREDIT,04/27,616,Somalia,countryName
Carlos Stevenson,bgeorge@example.net,!Gm3XWKi38,+380961128469,GB80XGYU959219755264,438.73,EUR,342.34,2025-01-16 12:33:38,deposit,debit_card,36211023805683,DEBIT,05/27,712,Algeria,countryName
Alex Smith,krista25@example.net,Y8at@Fpd!Y,+380994238591,GB56YARV201337887922,3063.15,EUR,1362.14,2025-03-15 13:46:41,transfer,credit_card,3510042763413001,DEBIT,06/28,820,Bermuda,countryName
Maria Ward,sharonsingleton@example.net,e+5NedOz9L,+380962130528,GB94IVZJ925660368256,9129.92,UAH,3693.55,2025-03-10 04:55:58,withdrawal,debit_card,213165425949884,CREDIT,02/29,734,Seychelles,countryName
Katie Zuniga,houstoncatherine@example.org,K0RC9UQr)@,+380665536792,GB26YOBE103350690249,5544.59,USD,3520.18,2025-03-03 15:51:58,transfer,debit_card,377289065874038,DEBIT,09/25,821,Tonga,countryName
Becky Ramirez,mcarter@example.net,!ARm*1*rj4,+380631062351,GB83KENI940224771900,6453.18,USD,525.94,2025-03-29 11:51:40,deposit,debit_card,342681007136322,CREDIT,11/25,539,Qatar,countryName
Ricardo Reese,uvasquez@example.org,PY^5c_JcA4,+380965142884,GB91IHFJ072648402293,5048.86,EUR,4748.24,2025-02-14 22:20:07,transfer,credit_card,4611120928754619069,DEBIT,12/26,423,Turks and Caicos Islands,countryName
Raymond Dalton,idiaz@example.org,#$19^Y5krl,+380961951772,GB75MHOF562987413385,9967.09,USD,1863.11,2025-02-21 05:41:06,transfer,bank_transfer,4800430535273465306,CREDIT,03/29,821,Svalbard & Jan Mayen Islands,countryName
John Conway,vlee@example.com,3)7hA4GlIV,+380969924392,GB80WGEE244429636063,8752.28,EUR,741.33,2025-03-20 18:16:06,withdrawal,bank_transfer,6011536866020800,PREPARED,03/27,913,Singapore,countryName
Jennifer Joseph,wendybaker@example.org,+b74pLGq7%,+380956844964,GB83LHBZ015008560424,2924.97,EUR,4552.53,2025-02-28 09:55:39,withdrawal,credit_card,4252577055719052,CREDIT,07/28,543,Saint Pierre and Miquelon,countryName
James Long,ywalker@example.com,*2Hd7%aj2m,+380508574000,GB15MFWX599654137982,9497.82,EUR,3468.52,2025-01-29 09:53:07,transfer,bank_transfer,4558721514918490948,PREPARED,05/28,583,Niger,countryName
Lauren Nguyen,scottbennett@example.net,*oDmirJa8D,+380669144113,GB95RUXS578077208534,9076.93,UAH,815.08,2025-03-01 22:15:25,transfer,debit_card,180070124060265,DEBIT,08/26,442,Barbados,countryName
Matthew Mccoy,michaelpalmer@example.org,XW1Qe%VS)x,+380633222216,GB73XHFH736042671510,7092.89,USD,1203.8,2025-02-28 02:01:06,deposit,debit_card,4618394502751731,DEBIT,11/28,213,Libyan Arab Jamahiriya,countryName
Elizabeth Jones,qbarker@example.org,6Sb^6(IfuS,+380937448791,GB45UFYV015488968663,8209.17,EUR,2141.62,2025-03-20 01:46:49,deposit,debit_card,377341232471048,PREPARED,09/28,559,Palau,countryName
Mary Stout,jasmine66@example.net,@0$9+DnlM*,+380632224901,GB23YRSF455129691466,6600.15,USD,351.24,2025-01-28 23:36:08,deposit,debit_card,379513730868895,DEBIT,03/27,604,North Macedonia,countryName
Andrew Lewis,ashleymckinney@example.org,WyJ#^8L$3@,+380676286028,GB84ROKD048226641902,3402.58,USD,1963.82,2025-01-12 18:11:17,deposit,bank_transfer,3544173553847932,CREDIT,02/27,548,Kiribati,countryName
Erin Grimes,adkinsgina@example.net,p^4ItIHdUq,+380634951053,GB79FIFB921750696658,539.43,UAH,381.19,2025-02-06 20:54:39,deposit,debit_card,4898321270509,PREPARED,10/26,573,Central African Republic,countryName
Jaime Schwartz,amber74@example.com,Q&4BXA5oDJ,+380684391685,GB36FWLL131754912396,5872.88,USD,906.78,2025-03-19 19:46:09,withdrawal,debit_card,4143908979937,PREPARED,08/25,191,Mauritius,countryName
Brian Thomas,jenniferclark@example.com,5F^Tvj+t%4,+380992078641,GB74LYDO962382491716,1589.84,USD,355.6,2025-03-28 15:58:01,withdrawal,credit_card,30302614948192,PREPARED,10/25,471,Maldives,countryName
Henry Jenkins,jessica27@example.com,h8_mZYdn*Y,+380736650675,GB91ZUZO442614396200,2709.97,USD,2289.69,2025-03-07 07:05:07,withdrawal,debit_card,343030305273206,CREDIT,12/28,771,Guinea,countryName
Susan Larson,matthew20@example.net,)c!VRzql18,+380971100746,GB46WMBF172772788705,9620.51,EUR,1024.97,2025-03-03 09:22:18,deposit,bank_transfer,4756486752611273311,DEBIT,04/27,905,Luxembourg,countryName
Kevin Hall,laura97@example.com,LtyGa0te@5,+380956101406,GB60NLHI072806979561,4813.22,UAH,3043.78,2025-01-01 02:04:24,withdrawal,debit_card,30359670532195,DEBIT,06/28,503,Bulgaria,countryName
Roger Contreras,michael78@example.net,%+9sEn!^7o,+380502239643,GB43YWEL286112893890,3740.01,EUR,3306.07,2025-02-01 01:29:41,transfer,credit_card,377221348739134,PREPARED,04/28,789,Lebanon,countryName
Melissa Hall,websterryan@example.com,$_8SFvaKUp,+380956936034,GB75QDZW362793036310,5084.64,EUR,4814.5,2025-01-17 07:20:41,withdrawal,credit_card,4693814317457,PREPARED,12/28,990,Timor-Leste,countryName
Lori Mclean,brownjeanette@example.com,kyC0tIJs%0,+380678924517,GB43IMWK034030850662,1720.62,EUR,3356.31,2025-02-20 08:07:23,deposit,bank_transfer,2717618154300809,CREDIT,05/26,100,Oman,countryName
Kenneth Parrish,westmarcia@example.org,0n7PXKOx#6,+380664795400,GB63NKXC547544638931,5139.54,USD,4614.49,2025-03-02 18:22:13,transfer,debit_card,2684199304306649,DEBIT,04/26,850,Djibouti,countryName
Brandy Shepard,gwilson@example.org,#8+xUEvRc$,+380634789748,GB64AMZG672967607717,4467.43,EUR,2503.04,2025-01-08 01:41:18,withdrawal,credit_card,566261443675,CREDIT,12/27,916,Tanzania,countryName
Jasmin Potter,shelley03@example.net,5Z1LEApX(h,+380986412591,GB92PIKV464395490737,9694.06,USD,2072.36,2025-03-18 04:53:17,transfer,bank_transfer,4327463174469,CREDIT,04/27,570,Mauritius,countryName
Michael Hernandez,kelly38@example.net,ySje4tPbk),+380993540613,GB88LKGZ166764024293,1134.67,USD,3267.91,2025-01-23 04:29:26,transfer,credit_card,213118582580802,PREPARED,08/27,723,Lithuania,countryName
Brittany Gilbert,krista22@example.org,u0EB7cEv(i,+380994085123,GB66OAWJ369276660837,5068.07,UAH,2805.44,2025-02-16 02:44:08,deposit,bank_transfer,4561348244135,DEBIT,09/28,815,Sri Lanka,countryName
Michael Martinez,bruce14@example.net,+30EwIa__j,+380992642344,GB39RGQY644114956192,2664.19,USD,1057.83,2025-02-22 09:00:17,deposit,debit_card,6587499982524904,CREDIT,10/28,334,Liberia,countryName
Frank Kennedy,carmen53@example.com,H5coDK*%_q,+380736336442,GB23SZIV057670381733,1105.82,USD,3409.75,2025-03-27 01:09:49,deposit,bank_transfer,675982303256,CREDIT,01/26,889,Mongolia,countryName
Cindy Rogers DVM,obrennan@example.org,DD0$AcXwd^,+380974930196,GB93NBUW933397086612,3293.15,UAH,379.34,2025-03-26 14:35:59,withdrawal,debit_card,340649589765356,DEBIT,05/26,573,Lebanon,countryName
Paul Oliver,karenclark@example.com,d4L*^0Rx*w,+380999408725,GB98ZPEJ178930025604,968.65,EUR,892.75,2025-01-14 03:40:00,withdrawal,bank_transfer,4503072372336,PREPARED,11/28,809,Norway,countryName
Wendy Parrish,elizabeth56@example.org,j0qXQlfP(v,+380984297553,GB85GUGO297242518289,768.01,EUR,645.06,2025-04-02 04:51:57,transfer,bank_transfer,4229796946782901,PREPARED,08/26,431,Saint Vincent and the Grenadines,countryName
James Miller,rebeccalamb@example.com,#QQ5r!i6*7,+380932218655,GB63TJPH928264354250,4217.94,UAH,3342.06,2025-02-06 16:36:40,transfer,bank_transfer,4155074924943,CREDIT,03/26,335,Christmas Island,countryName
Michael Smith,stevenmccormick@example.com,o1UaCexd*1,+380938771925,GB84ZEFN443856384271,8809.99,USD,2499.57,2025-03-26 03:50:14,transfer,debit_card,4625342743181479280,CREDIT,10/26,414,Bermuda,countryName
Teresa Gill,klopez@example.net,_20e8BsBb7,+380733153348,GB77QDLZ440694662665,8301.51,UAH,2712.73,2025-01-11 09:01:37,withdrawal,credit_card,3560280531867053,DEBIT,09/25,193,Andorra,countryName
Bonnie Alexander,johnmiller@example.net,$PPlvAZf43,+380935034908,GB27DQOE294016301568,4188.98,USD,799.88,2025-02-09 14:52:54,deposit,bank_transfer,4486503095155709,PREPARED,10/26,302,Bosnia and Herzegovina,countryName
Katelyn Logan,jhorne@example.net,6CgAEe57!x,+380665779794,GB27LOCX412421509153,1555.51,EUR,4946.43,2025-03-18 06:25:03,transfer,debit_card,3585987283227937,CREDIT,09/26,215,Iraq,countryName
Carla Norris,andrew40@example.net,^7(lhE3h%R,+380951273884,GB84LYOK720467001758,3204.18,EUR,672.07,2025-01-29 07:18:15,deposit,debit_card,4791970292985144475,DEBIT,03/28,642,Barbados,countryName
James Ingram,gabriela58@example.net,)luuOZfa!6,+380679406565,GB96HTHS970793013618,3661.85,EUR,2779.4,2025-03-27 22:28:57,withdrawal,credit_card,6011390249220046,PREPARED,04/28,175,Switzerland,countryName
Crystal Griffith,kimkaren@example.net,%x0B8BFztX,+380502042002,GB48VTSW370189388030,4627.66,UAH,3370.75,2025-04-01 17:54:35,deposit,bank_transfer,4476733162570,CREDIT,12/26,448,Saint Lucia,countryName
Michelle Clark,paul13@example.com,5zV7Mxeh6#,+380933059101,GB18OSUW872985747801,6595.44,UAH,3064.34,2025-03-30 20:48:22,deposit,debit_card,3571822660302878,PREPARED,10/25,628,Central African Republic,countryName
Michael Fernandez,patricia11@example.com,p(#6K3vOm6,+380679758634,GB76BUQE507173425399,3330.25,USD,3718.39,2025-03-15 12:52:14,transfer,debit_card,36063899083469,PREPARED,02/28,370,Kyrgyz Republic,countryName
Jonathan Castro,shawjeffery@example.org,_*Ej8GIm$5,+380965541867,GB46QDZE036596606465,4066.65,USD,1021.71,2025-01-15 02:22:46,withdrawal,bank_transfer,4791200065079921921,DEBIT,11/27,326,Saint Kitts and Nevis,countryName
Robert Gray,rnunez@example.net,@cWPAS4_#5,+380959653630,GB71HZVE328213311617,7695.13,USD,4359.35,2025-04-03 04:24:37,transfer,bank_transfer,38310982128653,DEBIT,04/28,879,Guam,countryName
Christian Smith,hawkinscarol@example.net,R3#4YOd(s$,+380981108160,GB07YIZJ456742680722,6005.06,UAH,2453.29,2025-04-03 08:45:03,deposit,bank_transfer,4774557454226,DEBIT,07/25,162,Gibraltar,countryName
Daniel Murray,ynelson@example.org,TY#a2WgoQ*,+380934660818,GB68AZAG224027154127,3725.27,UAH,3868.83,2025-03-30 18:59:04,withdrawal,credit_card,4483549619798596283,DEBIT,04/25,670,United States Minor Outlying Islands,countryName
Stephen Lewis IV,nryan@example.net,%5NZd7YEiT,+380993976996,GB69XMQM263889257101,432.28,UAH,3418.0,2025-01-18 03:04:45,transfer,debit_card,2229408711996526,PREPARED,01/27,775,Sao Tome and Principe,countryName
Brandy Gonzalez,robert23@example.net,*W8iU)awIH,+380935245117,GB08BDBR367899487361,2169.52,UAH,2081.27,2025-03-10 05:09:19,withdrawal,debit_card,6561216527038624,PREPARED,09/25,360,Peru,countryName
Lisa Howell,fishersarah@example.com,$0CMEb*I19,+380965601422,GB25TTYB265781461465,3031.3,EUR,4952.73,2025-03-01 03:37:20,withdrawal,bank_transfer,676210421878,DEBIT,11/28,637,Lesotho,countryName
Katelyn Morales,matthewcampbell@example.com,4#n@XPMb63,+380976054591,GB03WFIW957784031859,7403.46,EUR,4492.76,2025-01-20 22:25:14,transfer,debit_card,180018677951133,CREDIT,11/28,709,Saint Pierre and Miquelon,countryName
Olivia Rivera,shermandaniel@example.com,_6WxzthFvk,+380958856292,GB63WVZL287023675643,9003.92,USD,4441.11,2025-02-15 15:03:13,withdrawal,bank_transfer,3583677802407332,CREDIT,03/29,288,Northern Mariana Islands,countryName
Jason Mcneil,shaneshah@example.com,(zh%0LYcq1,+380673280060,GB29YWCO342455750961,5813.8,EUR,1101.8,2025-03-18 00:37:20,transfer,bank_transfer,4184123314849,DEBIT,05/26,999,Bahamas,countryName
Dr. Jeremy Mcgee,janet56@example.org,@28fFBcRZ!,+380671658971,GB51DSVD792495855919,9171.98,EUR,2045.01,2025-01-19 06:28:48,transfer,debit_card,3504114610836037,PREPARED,10/25,234,Taiwan,countryName
Karen Davies,palmereric@example.org,E2iXQ6CB%o,+380986957355,GB34AZIS889171807869,5023.8,USD,556.21,2025-03-03 05:45:04,deposit,bank_transfer,3544430742696418,CREDIT,12/25,670,Palau,countryName
