userName,email,password,phoneNumber,accountNumber,balance,currency,transactionAmount,transactionDate,transactionType,paymentMethodType,cardNumber,cardType,expirationDate,cvv,countryName,cardIssuer
Stacy Smith,anthony34@example.com,^4YPzE9qB2,+380682816733,GB85ZBJW555884584584,4145.93,UAH,3013.96,2025-02-14 12:20:30,deposit,debit_card,560121765211,DEBIT,12/25,736,Lithuania,countryName
Kelly Alexander,nicholasalvarado@example.org,!YBHKmeXQ5,+380507897158,GB91GHCS790745235522,9595.79,EUR,1238.05,2025-02-17 16:53:07,deposit,bank_transfer,4377854068754,DEBIT,05/25,568,Egypt,countryName
Denise Wright MD,kimberlytaylor@example.org,5&iZWNqU+A,+380977121830,GB89XDGH599959313021,806.9,USD,4301.67,2025-03-02 10:41:16,deposit,bank_transfer,676391884324,PREPARED,09/28,811,Heard Island and McDonald Islands,countryName
Samantha Cummings,stephanieweeks@example.org,0gN&2HOl16,+380954204955,GB90EGSS066986466664,4316.64,USD,384.6,2025-03-07 15:50:52,transfer,debit_card,370141393171420,DEBIT,10/27,138,Croatia,countryName
Sarah Hart,lance20@example.com,tX40Fiz#+k,+380937354793,GB76JGJD247621109191,9543.05,USD,2063.12,2025-02-26 16:27:58,transfer,debit_card,6011310869587995,CREDIT,05/25,303,Liechtenstein,countryName
April Gomez,aaron69@example.com,V47^OYmR@K,+380508105197,GB84TCWQ512620587901,5135.65,USD,4136.1,2025-01-19 05:51:00,withdrawal,debit_card,3586435675269249,DEBIT,06/28,452,Uruguay,countryName
Eddie Bailey,chasedavid@example.net,L@ww8NzrsJ,+380991948197,GB21YYIA342115384832,6305.37,USD,286.33,2025-02-19 12:20:35,transfer,debit_card,5284902398991615,PREPARED,07/27,622,Nigeria,countryName
Jim Allen,dgarza@example.org,sPMO3Ctrh^,+380967961459,GB50IZWX915684728976,1100.2,USD,3794.35,2025-02-13 07:49:51,deposit,debit_card,3585585460088856,CREDIT,01/28,348,Samoa,countryName
Nancy Stone,jacksonjohn@example.com,)s!7Vp7i6^,+380962683224,GB54TPXN092725657442,9153.69,USD,2733.82,2025-02-03 20:51:50,withdrawal,credit_card,180030234594223,CREDIT,12/26,694,Azerbaijan,countryName
Rachel Murphy,smosley@example.org,qVl&@^4Q+1,+380956382776,GB91TYNG535838669836,8059.64,UAH,1270.77,2025-03-16 11:53:25,transfer,bank_transfer,4114982255404183847,DEBIT,01/29,135,Belize,countryName
Danielle Frye,gsmith@example.net,h60mTnkx$Y,+380975297234,GB67ZKMC013737243218,6518.89,EUR,1822.03,2025-03-23 04:40:26,withdrawal,bank_transfer,501842678671,PREPARED,09/28,685,American Samoa,countryName
Kevin Moses,laurie92@example.org,4Q1wR%wn$&,+380963554532,GB57UNJE215789401816,9413.82,EUR,2319.48,2025-03-03 07:30:33,withdrawal,credit_card,38613192893085,PREPARED,12/27,935,Chad,countryName
Travis Brown,lisa87@example.net,#jQIZbeT01,+380505091259,GB07OYLL065459093497,6118.82,EUR,4441.7,2025-01-02 08:16:53,transfer,debit_card,6511475776224100,CREDIT,10/25,373,Bahamas,countryName
Rebecca Lopez,wwillis@example.net,%_u0IeAe)x,+380951850287,GB09AFWC306444248768,7949.94,USD,1721.38,2025-03-26 07:16:22,withdrawal,credit_card,4276006519832329,PREPARED,07/25,797,United States Virgin Islands,countryName
Kiara Johnson,kevinlove@example.org,$SUk3%9b82,+380968437895,GB61QEPY397233299823,8244.75,USD,348.2,2025-02-28 01:12:45,withdrawal,bank_transfer,2391037548404495,PREPARED,08/28,556,Cote d'Ivoire,countryName
Daniel Ramirez,reynoldssara@example.org,E%wG*fRm!8,+380731249522,GB74FMJF254412893835,7047.09,EUR,3149.22,2025-04-02 23:29:32,withdrawal,debit_card,213170342950536,DEBIT,08/26,745,Senegal,countryName
Gregory Schmidt,dustinsmith@example.com,!4Ou8zqzL4,+380639903612,GB78IQEG710533263099,1208.16,USD,1514.17,2025-02-08 19:31:08,deposit,debit_card,4641344198966446936,PREPARED,11/28,701,Senegal,countryName
David Matthews,connie09@example.org,n43EAlyUc&,+380733027495,GB19NQIL052245663868,6601.42,USD,4993.04,2025-01-20 10:50:33,withdrawal,bank_transfer,36414179980561,CREDIT,09/27,540,New Zealand,countryName
Jason Carlson,veronica78@example.com,x$q4kLuoyg,+380687375998,GB39CQZY953370188118,3560.61,USD,1714.18,2025-03-10 15:03:41,withdrawal,bank_transfer,4732331282205976,PREPARED,09/25,586,Burkina Faso,countryName
Jeremiah Humphrey,kosborn@example.org,z(bo1Qnl6f,+380672489647,GB62PCPL749468410391,7308.73,EUR,1209.95,2025-03-07 06:54:47,withdrawal,credit_card,6011837152893151,CREDIT,10/27,963,Guinea,countryName
James Jones,iwhite@example.com,D$6WNIlz5U,+380664098744,GB13VJBM290781440946,6717.93,UAH,949.45,2025-03-15 03:01:16,deposit,credit_card,30580918072732,DEBIT,09/28,832,Zimbabwe,countryName
Adam Nolan,angela14@example.net,%8NwQwFliC,+380689642703,GB37QLOH081197888205,7937.07,USD,4164.83,2025-01-14 15:34:21,transfer,credit_card,180067004608361,PREPARED,08/27,616,Ukraine,countryName
Leah Mendez,copelandcharles@example.com,)8*e9Kg8ch,+380981496531,GB73GLMW705817527995,198.58,EUR,3926.16,2025-02-24 21:34:33,withdrawal,bank_transfer,2617159914378745,DEBIT,04/25,702,Russian Federation,countryName
Brandy Wu,cmendoza@example.com,b*8FUrQbg9,+380668120180,GB44YTPZ159098817155,8706.83,EUR,2448.33,2025-01-13 19:18:41,transfer,debit_card,180018655506099,CREDIT,05/25,299,Gabon,countryName
Mr. Jared Barnes,stevensdanielle@example.org,*8GuVLiZuJ,+380981710042,GB41PYWQ185152473817,4095.7,USD,816.95,2025-03-08 10:54:20,deposit,credit_card,5413284678752254,DEBIT,07/26,255,Niue,countryName
Daniel Weiss,popebrandon@example.net,Y8VEzYmr!K,+380503117594,GB75LWLD272374277294,7958.12,UAH,3050.18,2025-01-18 11:40:07,transfer,debit_card,5381480165639966,PREPARED,02/29,699,French Guiana,countryName
Mark Walker,katherinedavis@example.org,I4Wbmdv9*s,+380997953033,GB89QVFM934632187780,8269.3,USD,3169.84,2025-02-06 18:26:32,transfer,credit_card,4998251511031091591,PREPARED,11/26,940,North Macedonia,countryName
Casey Foster,garciajoanna@example.org,0iaPQiMo&J,+380679064234,GB83PGGB236890518759,5889.81,UAH,3737.19,2025-03-09 12:45:29,transfer,bank_transfer,3583793640634787,DEBIT,02/29,730,Switzerland,countryName
John Hatfield,igarza@example.com,#IS!TTcqW0,+380985441635,GB59AXPR592209732836,1193.06,EUR,2040.84,2025-03-28 14:45:46,deposit,credit_card,4388074848586748,PREPARED,09/27,282,Portugal,countryName
Amanda Fox,catherinemcgee@example.net,)kJd+2u07q,+380733236455,GB49GPIU146707517397,6490.97,UAH,1441.22,2025-02-28 19:45:23,withdrawal,bank_transfer,3598159211466145,CREDIT,10/27,289,Saudi Arabia,countryName
Richard Freeman,bridget83@example.com,p@2S$N*fGv,+380732210553,GB29JPVY340615522149,3281.62,USD,2324.45,2025-01-26 23:26:37,withdrawal,credit_card,6011928200218754,PREPARED,02/28,828,Czech Republic,countryName
John Fitzgerald,hartrebecca@example.net,F$#1Wdau+S,+380996922803,GB05AKWV145530560607,1276.66,UAH,2721.62,2025-04-04 17:43:13,withdrawal,credit_card,4876821103912111,PREPARED,01/26,921,South Georgia and the South Sandwich Islands,countryName
Stephanie Sanchez,dbrown@example.com,&)NLsKqnf6,+380982893369,GB76QNHQ682654786067,4878.14,UAH,2303.84,2025-01-01 13:14:29,withdrawal,bank_transfer,3592476362316572,PREPARED,09/27,641,Mozambique,countryName
John Hernandez,smithmary@example.net,(VSfEbVV@0,+380732992922,GB35YESO718822192236,9228.83,EUR,2709.61,2025-03-29 17:34:25,withdrawal,credit_card,3576643290756456,DEBIT,11/26,799,Western Sahara,countryName
Candace Hall,lynngonzales@example.org,zv+J7IKlRT,+380969285109,GB49MNRI259355771976,9259.09,UAH,1494.87,2025-04-07 15:04:15,transfer,bank_transfer,378563144049591,DEBIT,11/25,965,Guinea-Bissau,countryName
Rachel Williams,jamieramirez@example.net,5%$!9RCie%,+380504991442,GB39VFRJ673778042590,1574.01,USD,353.73,2025-01-01 09:18:19,transfer,debit_card,579934249130,PREPARED,08/28,312,Togo,countryName
Matthew Mack,michael17@example.com,&7lS8NqrE7,+380637565354,GB78ZCQD026497857987,9690.89,UAH,2140.5,2025-02-28 14:46:11,withdrawal,bank_transfer,4530492216761358273,CREDIT,06/25,674,Monaco,countryName
David Carrillo,adambaker@example.com,5W+FWWXf+2,+380984869767,GB53KHLI096798041023,7342.92,USD,4823.61,2025-03-31 08:22:28,transfer,bank_transfer,2283342812602266,DEBIT,10/26,354,Solomon Islands,countryName
James Barber,laura38@example.net,5^2KVk2U&T,+380952053831,GB06PKYI115917709607,8495.3,USD,1002.71,2025-03-30 11:03:24,deposit,debit_card,4037341831549313,PREPARED,08/26,652,Liberia,countryName
Carrie Taylor,weavernicole@example.com,@i4WDsjm3M,+380675411187,GB44XLWY519823544412,1512.39,USD,4338.95,2025-01-17 09:52:00,withdrawal,bank_transfer,4722795659171,PREPARED,06/25,189,Sri Lanka,countryName
Caitlin Meyer MD,mark12@example.org,6Nr&19Eqa@,+380958307354,GB67RAFM515133681941,8401.22,EUR,4181.74,2025-01-17 05:34:36,withdrawal,bank_transfer,377202895811518,CREDIT,07/25,611,Canada,countryName
Ryan Brown,tinasnow@example.org,M69uIVdn+x,+380737155999,GB20IQQZ844110254800,3480.84,USD,2269.7,2025-03-12 18:41:22,withdrawal,debit_card,4114665314068508,PREPARED,10/26,812,Saint Kitts and Nevis,countryName
Kimberly Russell,christine88@example.org,9qGaR)Lc^_,+380675482412,GB98UNBF395016788170,3220.87,USD,2833.61,2025-01-19 01:52:12,deposit,debit_card,4047885280609616185,DEBIT,02/28,355,Kuwait,countryName
Joseph Carroll,josephvillanueva@example.com,tuH0VtV&*E,+380686570741,GB63GSSB287593801994,5838.36,USD,3156.34,2025-03-10 22:41:26,withdrawal,credit_card,30151733617737,DEBIT,12/25,184,Mauritania,countryName
Dylan Walker,cchandler@example.org,U*G^2Vc+uD,+380687704109,GB49LGAI673785978670,9286.4,USD,4250.11,2025-01-21 08:01:56,transfer,bank_transfer,30483104742228,CREDIT,09/26,882,Dominican Republic,countryName
Heather Miller,choffman@example.com,W0Cy)f!c*a,+380957638628,GB07UOXJ238574199547,8667.6,USD,538.63,2025-03-09 04:13:46,withdrawal,debit_card,4938838029909025417,PREPARED,10/25,149,Bahamas,countryName
Katherine Odom,gstone@example.com,699x1C9a!L,+380506512881,GB03WXJF697462775227,4380.85,EUR,3902.85,2025-02-01 22:02:05,deposit,debit_card,30307480336430,PREPARED,06/26,906,Madagascar,countryName
Karina Harper,melissa23@example.net,#^4t8KQy&y,+380988833775,GB55HVJA491937199911,1356.47,EUR,797.65,2025-01-26 17:02:02,transfer,debit_card,3528587084476871,DEBIT,01/28,335,Gambia,countryName
Bridget Smith,vhoward@example.net,!#K1mfQg*3,+380969375117,GB51UQWJ519163492745,7826.06,UAH,2967.05,2025-01-02 04:23:44,withdrawal,debit_card,344974190059148,DEBIT,05/26,197,Oman,countryName
Cody Hunter,vcarter@example.org,#!2c1GszU),+380962630232,GB76OHAV463493208158,2136.85,USD,2234.45,2025-01-01 21:57:05,withdrawal,debit_card,213147472743170,CREDIT,07/27,490,Martinique,countryName
Craig Robertson,solomonanthony@example.net,%lrBduVo7V,+380682902004,GB02FTQA452888522586,8653.59,EUR,4089.1,2025-01-18 15:25:56,deposit,bank_transfer,180082199846312,DEBIT,10/26,617,Kenya,countryName
Anthony Hansen,moorejames@example.com,&50BCqOnHW,+380969657850,GB92YDWF111954301809,9158.75,UAH,1523.82,2025-03-08 22:05:32,deposit,credit_card,4573852667354941,PREPARED,11/27,525,Cote d'Ivoire,countryName
Travis Gray,jennifer51@example.com,JFT&3o6at*,+380938830268,GB70JCON676948252240,7679.39,USD,3685.59,2025-02-25 00:18:09,withdrawal,credit_card,2252813220619941,PREPARED,03/27,388,Sao Tome and Principe,countryName
Brittany Humphrey,melissa64@example.net,y6j&TBIj#K,+380737183910,GB02MRPK400479891442,8526.62,UAH,4424.53,2025-03-07 06:04:38,transfer,debit_card,30027281933652,CREDIT,12/27,768,French Southern Territories,countryName
Joshua Carney,woodsandra@example.com,2_0GD!1yIg,+380732078787,GB36EZUV225229764718,9516.6,UAH,888.0,2025-01-14 15:32:05,transfer,bank_transfer,4040373948132118,DEBIT,03/29,253,Brunei Darussalam,countryName
Angela White,gregory15@example.org,%(SJEMvl4C,+380965887387,GB18WMTM565514169168,3152.87,USD,596.73,2025-02-07 13:34:52,deposit,debit_card,2618528809050933,PREPARED,03/28,253,Sri Lanka,countryName
Debbie Silva,brightmeredith@example.com,L9v9Fsph(w,+380936575176,GB30TYPT342086706218,2527.93,EUR,4344.94,2025-03-01 03:33:13,withdrawal,bank_transfer,575213845564,PREPARED,02/27,972,Cook Islands,countryName
Sarah Simpson,harrisonjanet@example.org,e7)3MXWz)p,+380673500199,GB53QNRI718396256972,7123.95,UAH,1041.95,2025-01-11 05:41:57,withdrawal,bank_transfer,213183462445732,DEBIT,11/27,561,Estonia,countryName
Deanna Farmer,snydervalerie@example.org,*B8AN#cx4K,+380685323989,GB10JZKB440553445580,1121.38,UAH,4615.16,2025-03-26 11:39:58,transfer,credit_card,3591048584686883,PREPARED,05/27,183,Solomon Islands,countryName
Jason Brown,richardlopez@example.org,Z$7DYssi9q,+380509616070,GB70JPVD420772930790,8938.6,USD,3633.89,2025-02-21 08:57:24,withdrawal,debit_card,630493682623,PREPARED,05/25,255,Puerto Rico,countryName
Mark Schmidt,qmurray@example.net,GE*bW0Iu)^,+380509866096,GB05GBQL684244486231,3051.04,USD,1295.87,2025-01-24 09:36:24,withdrawal,debit_card,502031261360,DEBIT,09/25,975,Myanmar,countryName
Emily Rodgers,wilsonmiranda@example.net,)Xw!fPGqr5,+380681616513,GB70YOCD053794631141,1768.02,EUR,4787.94,2025-03-04 09:38:57,deposit,debit_card,213191122165566,DEBIT,04/26,527,Greece,countryName
Brandon Gonzales,martinmark@example.org,2rB5wX+f^#,+380633403410,GB98UCFR115196082739,5580.92,UAH,1336.98,2025-03-12 01:23:20,withdrawal,bank_transfer,4400844318107503645,CREDIT,12/27,602,Malaysia,countryName
Brianna Miller,hurststephen@example.org,s^#9KlmqeY,+380983200895,GB61YDWI877848659117,9266.8,UAH,4950.84,2025-03-04 09:30:55,deposit,debit_card,4805247099318,CREDIT,01/26,841,Dominican Republic,countryName
Joanna Reid,justin70@example.org,Q@v8DAeO#4,+380975744533,GB08UGKO175784379415,7147.88,USD,1606.49,2025-01-02 06:03:54,withdrawal,credit_card,3522471597201876,DEBIT,05/25,512,Tonga,countryName
Seth Wallace,simslisa@example.org,Lmh50DXq+N,+380965218982,GB78NMLP789544738394,6558.87,USD,1086.85,2025-03-27 12:53:36,transfer,credit_card,560441962027,CREDIT,06/26,531,Faroe Islands,countryName
Amanda Serrano,harrisrobert@example.com,)3K%v_0K$K,+380994950401,GB97KBGC947708267919,2262.19,UAH,3269.3,2025-03-22 13:52:32,deposit,debit_card,4276422207075032,PREPARED,06/27,936,Mongolia,countryName
Christopher Mayo,robertocarlson@example.net,&*AP8DGa+Q,+380997831209,GB57VOZD485761692142,3603.33,EUR,4456.9,2025-02-27 23:14:23,withdrawal,credit_card,3577814599389385,CREDIT,03/28,793,Saint Lucia,countryName
Cynthia Skinner,dbrown@example.org,Nj#nOe!e!8,+380673749586,GB93BNTG214280092827,5003.03,EUR,3344.76,2025-01-22 01:49:39,deposit,credit_card,4942979951179025,CREDIT,08/28,228,Fiji,countryName
Sarah Ford,corey09@example.net,3QgmvZXg^O,+380731362154,GB73AJGF565797881639,1501.76,EUR,4009.29,2025-01-12 19:40:11,transfer,bank_transfer,4901621501070465,DEBIT,05/27,166,Sweden,countryName
Kevin White,tara92@example.com,ypUKAEj0$4,+380972537193,GB48QCMB788153181091,3097.35,USD,464.77,2025-02-01 13:20:33,transfer,debit_card,6542130816660614,PREPARED,08/25,678,Monaco,countryName
Sarah Frye,icampbell@example.net,1pz6R49Ik^,+380938169411,GB19XXWG215456722294,2058.98,EUR,984.01,2025-01-12 22:41:15,withdrawal,credit_card,4120835775344092,PREPARED,05/25,573,Saint Kitts and Nevis,countryName
Jessica Beard,sbrowning@example.com,L9%nRkIv^3,+380679873026,GB93YSZS115648390199,5145.93,USD,2781.73,2025-02-11 19:52:02,withdrawal,debit_card,4094266058251154,DEBIT,03/29,324,Paraguay,countryName
Elaine Jones,rebeccamcdaniel@example.net,+i3jMCjN4_,+380631493734,GB66LMSF329564493230,8197.28,USD,4272.4,2025-01-25 10:38:14,withdrawal,bank_transfer,3504168342813896,CREDIT,11/26,461,Finland,countryName
Mark Guzman,jbowers@example.com,%yBN#M!z22,+380952557052,GB15TGEK536363700959,9314.07,UAH,733.21,2025-04-09 06:24:23,withdrawal,bank_transfer,4710598750921450,CREDIT,05/28,795,Moldova,countryName
Robert Flores,oharris@example.org,+WMycPyHj0,+380736164109,GB20QRHF143257250668,2979.16,UAH,3058.91,2025-01-24 10:45:41,transfer,credit_card,2720126004788582,DEBIT,01/26,968,Vietnam,countryName
George Ward,vorozco@example.org,IO38N^bN!O,+380937652841,GB15OOLM028446740588,1254.97,USD,2964.83,2025-02-18 10:52:31,deposit,bank_transfer,4775560915987596,PREPARED,01/27,668,Egypt,countryName
Todd Rose,josephjohnson@example.org,4oB5cph4*1,+380677524478,GB39CINB102521749688,9372.35,EUR,2588.94,2025-02-25 11:59:59,withdrawal,credit_card,6508573419929708,CREDIT,12/26,277,Egypt,countryName
Autumn Reyes,gutierrezlisa@example.net,!0%DYlBnMy,+380737361753,GB09WHGD751923633171,702.5,UAH,2005.81,2025-01-19 21:29:05,withdrawal,debit_card,4561665012782994,CREDIT,06/25,559,Qatar,countryName
Brenda Meadows,davidthomas@example.org,A&^2$NkVnu,+380987482946,GB36TZGS381878647761,4582.67,EUR,339.41,2025-04-08 08:02:23,transfer,credit_card,630441575275,CREDIT,09/26,657,Andorra,countryName
Ann Bender,chensamantha@example.com,%Gy6HBlk*7,+380959472700,GB36DRCV084555028789,1483.96,UAH,4017.18,2025-02-28 11:41:53,deposit,debit_card,4192492107355,DEBIT,10/25,431,Ukraine,countryName
Melissa Wright,martinezaaron@example.com,Y251Q8dm^G,+380995472274,GB56DTCK036970588436,4611.62,UAH,214.66,2025-01-17 05:57:54,deposit,credit_card,3517903778125992,DEBIT,11/26,846,Cambodia,countryName
Randy Daniel,madison09@example.com,0*UKfiV*+4,+380995148414,GB20XCZO612503138647,1691.03,USD,2384.95,2025-02-13 21:01:58,withdrawal,debit_card,213125119247540,PREPARED,06/28,874,Cape Verde,countryName
Gary Gates,carriehill@example.com,dlB%QV%A_0,+380633046888,GB21EXWN478669111488,693.35,EUR,1391.6,2025-01-08 13:22:21,transfer,credit_card,378269595630216,DEBIT,08/26,239,Monaco,countryName
Lisa Miller,ealexander@example.com,_+jZpQqk1_,+380732814027,GB64KXNU623560151105,7001.54,USD,629.2,2025-03-27 01:28:06,deposit,debit_card,503853311630,DEBIT,05/25,294,Sao Tome and Principe,countryName
Michelle Wu,amy48@example.net,d!EfM8LnCg,+380503396626,GB40HQEE800730820054,4670.91,USD,908.34,2025-03-05 17:33:17,withdrawal,credit_card,4058400825522863083,PREPARED,05/26,177,Falkland Islands (Malvinas),countryName
Jordan Nelson,michael20@example.net,nnSA8!8@(8,+380985230711,GB60ESYX772502288446,2713.79,EUR,1690.44,2025-03-18 14:30:14,transfer,bank_transfer,373553614568456,CREDIT,11/26,745,Estonia,countryName
Roberto Gonzales,gregory44@example.com,_In1WrhkVM,+380934975159,GB58ZNAG482264916020,3312.04,EUR,4321.91,2025-01-12 05:00:08,transfer,credit_card,180009217598260,CREDIT,02/26,826,Western Sahara,countryName
Melissa Carr,smithtimothy@example.org,(g4WlCqH@S,+380934669427,GB16SJGG615677655509,2174.79,USD,4564.73,2025-01-18 17:12:59,withdrawal,credit_card,4876819006618272,DEBIT,10/28,193,Yemen,countryName
Brian George,ghernandez@example.org,&hduU$*c@0,+380733735396,GB72MBGI654223947064,4969.76,USD,1059.02,2025-01-15 04:48:14,deposit,bank_transfer,213107922335357,DEBIT,12/28,826,British Indian Ocean Territory (Chagos Archipelago),countryName
Melissa Ramirez,garretttiffany@example.net,Vak09JNo0^,+380504491573,GB41DMKO038941578840,3028.32,USD,132.26,2025-01-06 10:12:10,deposit,credit_card,6011139708084793,DEBIT,02/27,338,Portugal,countryName
Mario Arnold,anthony32@example.com,#s0BEFsyy0,+380667279700,GB64VHDT183683924743,9224.92,USD,204.67,2025-03-23 12:20:51,deposit,bank_transfer,36170040612243,DEBIT,06/25,295,Czech Republic,countryName
Matthew Powell,uevans@example.org,YK9kj4Lvz#,+380503551748,GB16AEJU490787119598,7781.55,UAH,1953.35,2025-04-09 18:43:47,withdrawal,debit_card,4843498691373238256,CREDIT,10/27,545,Vanuatu,countryName
Sarah Myers,aproctor@example.com,27CQlJbo%f,+380989597450,GB25ZXKG227983154351,1961.57,UAH,4906.61,2025-02-28 13:26:33,transfer,credit_card,2241258621024784,DEBIT,02/26,937,Togo,countryName
Sarah Lopez,jensenpatricia@example.net,g52Tr9nn^3,+380502521019,GB66TSMP457855598539,6255.23,EUR,1728.33,2025-02-01 22:18:20,withdrawal,debit_card,370130795023891,CREDIT,04/25,858,Benin,countryName
Angela James,mgrimes@example.net,7%++9VVIdt,+380977409077,GB20HQSE667543762459,6522.2,EUR,574.65,2025-03-06 06:57:33,transfer,debit_card,4142865697950654,DEBIT,06/27,155,Lithuania,countryName
Morgan Vincent,ksimmons@example.net,x1C(He2a*7,+380637682752,GB56PKCK280856791684,9615.15,EUR,1579.82,2025-03-07 00:57:22,transfer,debit_card,30303029359025,CREDIT,03/28,212,Lesotho,countryName
Isabella Thomas,kimberly03@example.com,@0P&PNwyF&,+380957225429,GB81LNJE889016424845,9172.82,UAH,557.78,2025-03-17 07:25:50,withdrawal,debit_card,372107816689650,DEBIT,02/28,984,Burundi,countryName
Melissa Horton,xjenkins@example.com,W%c83KpaQc,+380979075265,GB07GBHY900717127568,8246.13,USD,3930.63,2025-02-08 00:04:08,deposit,bank_transfer,373930254143933,DEBIT,02/28,761,Norway,countryName
Cameron Mcguire,evan15@example.com,_e9Dmr3h4N,+380937360251,GB69ITWL466064207010,9750.47,UAH,3988.07,2025-02-03 10:08:55,transfer,credit_card,4239905317889,CREDIT,07/26,269,Papua New Guinea,countryName
Michael Benjamin,william81@example.com,@Gc2NHbr3f,+380503480910,GB93RPUD765456155739,245.01,UAH,1316.28,2025-02-16 11:19:25,withdrawal,credit_card,4663590696558709,PREPARED,12/25,970,Tanzania,countryName
Laurie Jackson,william61@example.org,#e7QvnjgWC,+380955778448,GB77GCSL510429045203,385.5,UAH,199.25,2025-02-18 01:52:51,transfer,bank_transfer,3593025664002635,DEBIT,04/27,564,Cocos (Keeling) Islands,countryName
Charles Hernandez,linda40@example.org,_&!b5N5f7q,+380957354456,GB55YIPD708814111721,4565.2,USD,3256.29,2025-03-07 17:54:03,deposit,debit_card,4740879715043810,PREPARED,10/28,383,Brunei Darussalam,countryName
Joseph Green,johnarnold@example.com,U36)lZfN^9,+380982888556,GB81SABC446561209172,9672.17,EUR,2041.93,2025-03-30 22:18:44,withdrawal,bank_transfer,30354655085095,DEBIT,09/25,879,Suriname,countryName
Kristy Morgan,riverajessica@example.org,QIH6)sJi^i,+380679770244,GB27AIBF096853807051,1581.1,EUR,587.81,2025-03-02 10:11:19,deposit,credit_card,341305793486896,PREPARED,04/26,263,Turkey,countryName
Cheryl Bird,fhenderson@example.com,m2o2&ZKhZ(,+380987448332,GB03HHBT173675213898,764.67,UAH,3851.97,2025-01-18 12:25:18,transfer,debit_card,180064475657829,DEBIT,11/26,313,Guernsey,countryName
Cory Huff,herringethan@example.net,^u2HPpez@3,+380986259033,GB93NHLY729878632325,6894.23,USD,1778.97,2025-04-09 09:30:42,deposit,credit_card,501825119289,PREPARED,12/25,989,Suriname,countryName
Deanna Murphy,karmstrong@example.org,(2Kqq_O^(5,+380504799344,GB54GSHR195320310414,3427.55,EUR,4751.52,2025-03-19 02:04:34,deposit,debit_card,3579914061020472,PREPARED,07/28,146,Senegal,countryName
Jeffrey Clay,gchavez@example.net,S19RLJOb_B,+380689219660,GB46VEKE510738523687,8667.02,USD,2585.43,2025-01-17 19:51:29,withdrawal,credit_card,6011396383400401,PREPARED,09/26,377,British Virgin Islands,countryName
Darren Brown,bakererika@example.net,)Jt+6#Uog*,+380684537808,GB32WEDM990139528786,5924.27,USD,4505.79,2025-02-16 04:40:30,deposit,bank_transfer,6513452485444673,CREDIT,04/27,312,Burundi,countryName
Anthony Winters,robinbarr@example.com,o67YMv_^@7,+380983578118,GB33UQYY823963722095,8923.76,UAH,2848.0,2025-03-17 15:24:23,deposit,credit_card,30491822396110,DEBIT,12/27,740,New Zealand,countryName
Xavier Kim,sampsontracy@example.net,#4nXgwcleP,+380636773109,GB25LOFW867457995758,1262.22,USD,2698.25,2025-01-03 21:51:01,withdrawal,credit_card,6509472643786704,DEBIT,04/27,470,United States Minor Outlying Islands,countryName
Kristen Hicks,john65@example.net,2vq6NjXu+g,+380968039165,GB91ZHTW654801383402,5045.13,USD,3315.37,2025-03-04 07:41:32,withdrawal,bank_transfer,3552821964678283,DEBIT,05/27,152,Gambia,countryName
Jesse Mitchell,taylormatthew@example.org,Q$2YNnwjzH,+380739593622,GB23HEPI125292416574,752.68,EUR,4569.4,2025-02-27 18:51:23,transfer,bank_transfer,6011925691556189,DEBIT,05/27,148,Yemen,countryName
Deanna Sims,btaylor@example.org,N%BTW4zsAD,+380734311361,GB51NBTS286167401118,3065.87,USD,3360.31,2025-01-06 13:08:12,transfer,debit_card,501818398767,DEBIT,01/28,752,France,countryName
Justin Brown,karen05@example.org,y^09IsZsG#,+380738638270,GB74MMPC878209962011,8051.81,USD,2082.14,2025-03-17 10:35:39,deposit,bank_transfer,4652781072909,DEBIT,07/27,366,Mozambique,countryName
Jason Schneider,jshepherd@example.org,+4Imbtx6Qr,+380992912211,GB93YFKO443499494140,307.76,USD,4881.02,2025-02-07 02:30:17,deposit,debit_card,6011736909383021,DEBIT,01/29,223,Samoa,countryName
Edward Oconnell,gravesmarcus@example.com,D^@liWB4Zj,+380958895854,GB27PSVI422059591878,1701.33,USD,3208.15,2025-01-09 15:51:00,transfer,credit_card,4216551492332404490,DEBIT,05/25,990,Iraq,countryName
Emily Gonzalez,mahoneyleslie@example.org,zjV5fUtlu*,+380996068821,GB80VUFP817732639827,3490.49,EUR,3663.22,2025-01-22 22:32:30,withdrawal,credit_card,3502068996531210,PREPARED,11/25,512,Bahamas,countryName
Kristin Goodwin,monica09@example.net,#s5qVqkUfC,+380681141769,GB03MVEJ696914068996,2831.38,EUR,4867.52,2025-03-11 10:55:23,deposit,debit_card,4476430104412,PREPARED,05/27,819,Niue,countryName
James Castillo,rhall@example.com,68z9B^Tu@p,+380957993898,GB59TUAJ366139989522,622.45,UAH,406.11,2025-01-05 17:52:22,withdrawal,credit_card,4555579383292798,DEBIT,06/27,812,Switzerland,countryName
Heather Jones,michellebeltran@example.com,)9NipxoG8T,+380673960025,GB94TJEJ118339259585,533.23,USD,433.39,2025-02-23 16:27:38,transfer,debit_card,3550223781261686,CREDIT,01/29,358,Tonga,countryName
Daniel Morales,william35@example.org,27W)jDnr!p,+380979515331,GB29WRCE857285471535,8766.47,UAH,2570.67,2025-04-03 14:49:41,withdrawal,bank_transfer,4410380036209,PREPARED,11/27,307,British Indian Ocean Territory (Chagos Archipelago),countryName
